DI_SEQUENCE_NUMBER,DI_OPERATION_TYPE,MATNR,WERKS,PSTAT,LVORM,BWTTY,XCHAR,MMSTA,MMSTD,MAABC,KZKRI,EKGRP,AUSME,DISPR,DISMM,DISPO,KZDIE,PLIFZ,WEBAZ,PERKZ,AUSSS,DISLS,BESKZ,SOBSL,SBDKZ,LAGPR,ALTSL,KZAUS,AUSDT,NFMAT,KZBED,MISKZ,FHORI,PFREI,FFREI,RGEKZ,FEVOR,BEARZ,RUEZT,TRANZ,DZEIT,MAXLZ,LZEIH,KZPRO,GPMKZ,UEETO,UEETK,UNETO,WZEIT,ATPKZ,VZUSL,HERBL,INSMK,SPROZ,QUAZT,SSQSS,MPDAU,KZPPV,KZDKZ,WSTGH,PRFRQ,NKMPR,LADGR,XCHPF,USEQU,LGRAD,AUFTL,PLVAR,OTYPE,OBJID,MTVFP,PERIV,KZKFK,VRVEZ,VBEAZ,LIZYK,BWSCL,KAUTB,KORDB,STAWN,HERKL,HERKR,EXPME,MTVER,PRCTR,MRPPP,SAUFT,FXHOR,VRMOD,VINT1,VINT2,VERKZ,STLAL,STLAN,PLNNR,APLAL,SOBSK,FRTME,LGPRO,DISGR,KAUSF,QZGTP,QMATV,TAKZT,RWPRO,COPAM,ABCIN,AWSLS,SERNP,CUOBJ,STDPD,SFEPR,XMCNG,QSSYS,LFRHY,RDPRF,VRBMT,VRBWK,VRBDT,VRBFK,AUTRU,PREFE,PRENC,PRENO,PREND,PRENE,PRENG,ITARK,SERVG,KZKUP,STRGR,CUOBV,LGFSB,SCHGT,CCFIX,EPRIO,QMATA,RESVP,PLNTY,UOMGR,UMRSL,ABFAC,SFCPF,SHFLG,SHZET,MDACH,KZECH,KOKRS,ZZBKLAS,ZZSTPRS,ZZWAERS,ZZVERPR,ZZLPLPR,ZZSTPRS_MM,ZZLOSGR,ZZMEINS,ZZEISBE,ZZPEINH,ZZWERKS_SRC,ZZSTPRS_SRC,ZZPEINH_SRC,ZZBSTRF,ZZBSTMI,ZZMINBE,ZZBSTFE,ZZMATOHD,ZZOHDCST,ZZLABCST,ZZPLPR,ZZPLP1,ZZKBETR,ZZKONWA,ZZSWAER,ZZMAT_LOOP,ZZLOOPSTDL,ZZSUBCOST,ZZLOOP_REL,ZZCST_SOBSL,ZZCST_BESKZ,ZZPRDTIER,ZZNODETYPE,ZZFRCST_RORG,ZZERHOR,ODQ_CHANGEMODE,ODQ_ENTITYCNTR
86351,X,IFC-6510,CN10,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,1100, , ,0, , , ,0,02, , ,0,0, , , , ,NAU,US, , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,CNY,0,0,0,0, ,0,0,CN10,0,0,0,0,0,0,0,0,0,0,0,0, ,CNY, ,0,0, , , , , ,  0,0, ,0
86352,X,IFC-6510,CN11,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,1100, , ,0, , , ,0,02, , ,0,0, , , , ,NAU,US, , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,CNY,0,0,0,0, ,0,0,CN11,0,0,0,0,0,0,0,0,0,0,0,0, ,CNY, ,0,0, , , , , ,  0,0, ,0
86353,X,IFC-6510,DE20,VS, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,1100, , ,0, , , ,0,02, , ,0,0, , , , ,NAU,US, , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,EUR,0,0,0,0, ,0,0,DE20,0,0,0,0,0,0,0,0,0,0,0,0, ,EUR, ,0,0, , , , , ,  0,0, ,0
86355,X,IFC-6510,IL10,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,1100, , ,0, , , ,0,02, , ,0,0, , , , ,NAU,US, , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,ILS,0,0,0,0, ,0,0,IL10,0,0,0,0,0,0,0,0,0,0,0,0, ,ILS, ,0,0, , , , , ,  0,0, ,0
86356,X,IFC-6510,SG10,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,1100, , ,0, , , ,0,02, , ,0,0, , , , ,NAU,US, , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,SGD,0,0,0,0, ,0,0,SG10,0,0,0,0,0,0,0,0,0,0,0,0, ,SGD, ,0,0, , , , , ,  0,0, ,0
86359,X,IFC-6520,DE20,V, , , , ,1/1/1900, , , , , , , , ,0,0,P,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02,Z9, ,0,0, , , , ,NAU,US, , , ,0000003963, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,EUR,0,0,0,0, ,0,0,DE20,0,0,0,0,0,0,0,0,0,0,0,0, ,EUR, ,0,0, , , , , ,  0,0, ,0
88350,X,PLM-DIEN-4225,4225,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02, , ,0,0, , , , ,NAU,US, , , ,0000004506, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,TWD,0,0,0,0, ,0,0,4225,0,0,0,0,0,0,0,0,0,0,0,0, ,TWD, ,0,0, , , , , ,  0,0, ,0
88365,X,PLM-NLAG-4225,4225,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02, , ,0,0, , , , ,NAU,US, , , ,0000004411, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,TWD,0,0,0,0, ,0,0,4225,0,0,0,0,0,0,0,0,0,0,0,0, ,TWD, ,0,0, , , , , ,  0,0, ,0
89865,X,SB300-8A00-06EN5G,DE20,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,JP, , , ,0000005550, , ,0, ,0,0,X, , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,EUR,0,0,0,0, ,0,0,DE20,0,0,0,0,0,0,0,0,0,0,0,116,USD,EUR, ,0,0, , , , , ,  0,0, ,0
90336,X,SH,DE20,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,AQ, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,EUR,0,0,0,0, ,0,0,DE20,0,0,0,0,0,0,0,0,0,0,0,0, ,EUR, ,0,0, , , , , ,  0,0, ,0
90338,X,SH,IL10,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,AQ, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,ILS,0,0,0,0, ,0,0,IL10,0,0,0,0,0,0,0,0,0,0,0,0, ,ILS, ,0,0, , , , , ,  0,0, ,0
90339,X,SH,SG10,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,AQ, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,SGD,0,0,0,0, ,0,0,SG10,0,0,0,0,0,0,0,0,0,0,0,0, ,SGD, ,0,0, , , , , ,  0,0, ,0
90340,X,SH-4174,4174,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,US, , , , , , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,KRW,0,0,0,0, ,0,0,4174,0,0,0,0,0,0,0,0,0,0,0,0, ,KRW, ,0,0, , , , , ,  0,0, ,0
90341,X,SH-4178,4178,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,US, , , , , , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,KRW,0,0,0,0, ,0,0,4178,0,0,0,0,0,0,0,0,0,0,0,0, ,KRW, ,0,0, , , , , ,  0,0, ,0
90342,X,SH-4199,4199,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,US, , , , , , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,SGD,0,0,0,0, ,0,0,4199,0,0,0,0,0,0,0,0,0,0,0,0, ,SGD, ,0,0, , , , , ,  0,0, ,0
90345,X,SH1600,1930,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,US, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,USD,0,0,0,0, ,0,0,1930,0,0,0,0,0,0,0,0,0,0,0,0, ,USD, ,0,0, , , , , ,  0,0, ,0
90346,X,SH1600-GBP,DE20,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,AQ, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,EUR,0,0,0,0, ,0,0,DE20,0,0,0,0,0,0,0,0,0,0,0,0, ,EUR, ,0,0, , , , , ,  0,0, ,0
90350,X,SH1630,DE20,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,US, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,EUR,0,0,0,0, ,0,0,DE20,0,0,0,0,0,0,0,0,0,0,0,0, ,EUR, ,0,0, , , , , ,  0,0, ,0
90353,X,SH1700,DE20,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,US, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,EUR,0,0,0,0, ,0,0,DE20,0,0,0,0,0,0,0,0,0,0,0,0, ,EUR, ,0,0, , , , , ,  0,0, ,0
90356,X,SH4020,4020,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,DE, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,EUR,0,0,0,0, ,0,0,4020,0,0,0,0,0,0,0,0,0,0,0,0, ,EUR, ,0,0, , , , , ,  0,0, ,0
90360,X,SH4160,DE20,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,JP, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,EUR,0,0,0,0, ,0,0,DE20,0,0,0,0,0,0,0,0,0,0,0,0, ,EUR, ,0,0, , , , , ,  0,0, ,0
90392,X,SHDE20,DE20,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , ,NAU,DE, , , ,0000009000, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,EUR,0,0,0,0, ,0,0,DE20,0,0,0,0,0,0,0,0,0,0,0,0, ,EUR, ,0,0, , , , , ,  0,0, ,0
95307,X,YY41101AL,DE20,V, , , , ,1/1/1900, , , , , , , , ,0,0,P,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,KP,Z9, ,0,0, , , , ,NAU,US, , , ,0000004411, , ,0, ,0,0,X, , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , ,00000000,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,EUR,0,0,0,0, ,0,0,DE20,0,0,0,0,0,0,0,0,0,0,0,844.52,USD,EUR, ,0,0, , , , , ,  0,0, ,0
95311,X,YY4110B60,DE20,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,KP, , ,0,0, , , , ,NAU,US,MN, , ,0000004411, , ,0, ,0,0,X, , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,EUR,0,0,0,0, ,0,0,DE20,0,0,0,0,0,0,0,0,0,0,0,884.74,USD,EUR, ,0,0, , , , , ,  0,0, ,0
95361,X,YY46N020K,DE20,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,KP, , ,0,0, , , , ,NAU,US, , , ,0000004411, , ,0, ,0,0,X, , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,EUR,0,0,0,0, ,0,0,DE20,0,0,0,0,0,0,0,0,0,0,0,1568.4,USD,EUR, ,0,0, , , , , ,  0,0, ,0
95363,X,YY46N020K,SG10,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,02, , ,0,0, , , , ,NAU,US, , , ,0000004411, , ,0, ,0,0,X, , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,SGD,0,0,0,0, ,0,0,SG10,0,0,0,0,0,0,0,0,0,0,0,1568.4,USD,SGD, ,0,0, , , , , ,  0,0, ,0
102800,X,4506-ACCEPTANCE,SG10,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000004506, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,SGD,0,0,0,0, ,0,0,SG10,0,0,0,0,0,0,0,0,0,0,0,0, ,SGD, ,0,0, , , , , ,  0,0, ,0
102806,X,4507-ACCEPTANCE,CN10,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000004507, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,CNY,0,0,0,0, ,0,0,CN10,0,0,0,0,0,0,0,0,0,0,0,0, ,CNY, ,0,0, , , , , ,  0,0, ,0
102807,X,4507-ACCEPTANCE,CN11,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000004507, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,CNY,0,0,0,0, ,0,0,CN11,0,0,0,0,0,0,0,0,0,0,0,0, ,CNY, ,0,0, , , , , ,  0,0, ,0
102809,X,4507-ACCEPTANCE,SG10,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000004507, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,SGD,0,0,0,0, ,0,0,SG10,0,0,0,0,0,0,0,0,0,0,0,0, ,SGD, ,0,0, , , , , ,  0,0, ,0
102812,X,4507-SERVICE,CN10,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000004507, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,CNY,0,0,0,0, ,0,0,CN10,0,0,0,0,0,0,0,0,0,0,0,0, ,CNY, ,0,0, , , , , ,  0,0, ,0
102813,X,4507-SERVICE,CN11,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000004507, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,CNY,0,0,0,0, ,0,0,CN11,0,0,0,0,0,0,0,0,0,0,0,0, ,CNY, ,0,0, , , , , ,  0,0, ,0
102814,X,4507-SERVICE,DE20,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0, , , ,0,0, , , , , , , , , ,0000004507, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,EUR,0,0,0,0, ,0,0,DE20,0,0,0,0,0,0,0,0,0,0,0,0, ,EUR, ,0,0, , , , , ,  0,0, ,0
103333,X,53395,T200,EF, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , , , , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,MYR,0,0,0,0, ,0,0,T200,0,0,0,0,0,0,0,0,0,0,0,0, ,MYR, ,0,0, , , , , ,  0,0, ,0
103334,X,53396,T200,F, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900, , , ,0, , , ,0, , , ,0,0, , , , , , , , , , , , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,MYR,0,0,0,0, ,0,0,T200,0,0,0,0,0,0,0,0,0,0,0,0, ,MYR, ,0,0, , , , , ,  0,0, ,0
103335,X,55-002100-A,4174,V, , , , ,1/1/1900, , , , , , , , ,0,0,M,0, , , , , , , ,1/1/1900, , , , , , , , ,0,0,0,0,0, , , ,0, ,0,0, ,0, , ,0,0, ,0, , ,0,0,1/1/1900,0001, , ,0, , , ,0,01, , ,0,0, , , , ,2811291000,KR, , , ,0000003564, , ,0, ,0,0, , , , , , , , , ,0, , ,0, , , , , ,0, , , , , , , , ,1/1/1900,0, , , , ,1/1/1900, ,1/1/1900, , , , ,0, , , , , ,0, , , ,0, , ,0, , ,1000, ,0,KRW,0,0,0,0, ,0,0,4174,0,0,0,0,0,0,0,0,0,0,0,102,USD,KRW, ,0,0, , , , , ,  0,0, ,0
